first_name,last_name,plays,gender,country,age,DOB,height,weight,current_singles,highest_singles,current_doubles,highest_doubles,singles_main_tournmaents,singles_lower_tournaments,doubles_main_tournaments,doubles_lower_tournaments,wins_singles,losses_singles,total_singles,References
ఇవనోవా,దశ,కుడి,స్త్రీ,అమెరికా,25,11. 10. 1996,,,592,450,425,364,0,5,0,5,158,102,,https://www.tennisexplorer.com/list-players/?country=usa
డెఫాల్కో,జెన్నా,కుడి,స్త్రీ,అమెరికా,,,,,613,598,,,0,0,0,0,0,3,,https://www.tennisexplorer.com/list-players/?country=usa
ఎన్జీ,టేలర్,కుడి,స్త్రీ,అమెరికా,26,31. 7. 1995,,,616,616,654,653,0,1,0,1,24,22,,https://www.tennisexplorer.com/list-players/?country=usa
కినార్డ్,టోరి,కుడి,స్త్రీ,అమెరికా,34,24. 11. 1987,,,619,341,,,0,0,0,0,0,3,,https://www.tennisexplorer.com/list-players/?country=usa
చవటిపోన్,షార్లెట్,కుడి,స్త్రీ,అమెరికా,20,12. 4. 2002,,,620,574,969,923,0,0,0,0,6,15,,https://www.tennisexplorer.com/list-players/?country=usa
కింగ్స్లీ,రవీనా,కుడి,స్త్రీ,అమెరికా,23,23. 7. 1998,,,621,284,,,0,3,0,3,2,4,,https://www.tennisexplorer.com/list-players/?country=usa
ఊస్టర్‌హౌట్,ఎరికా,కుడి,స్త్రీ,అమెరికా,24,16. 3. 1998,,,634,634,1317,687,0,0,0,0,9,20,,https://www.tennisexplorer.com/list-players/?country=usa
షాఫర్,కెన్నెడీ,కుడి,స్త్రీ,అమెరికా,25,21. 5. 1997,,,639,506,1010,618,0,2,0,2,16,22,,https://www.tennisexplorer.com/list-players/?country=usa
మనస్సే,మేగన్,కుడి,స్త్రీ,అమెరికా,27,16. 4. 1995,,,650,327,388,175,0,0,0,0,57,28,,https://www.tennisexplorer.com/list-players/?country=usa
మోంటెజ్,పమేలా,కుడి,స్త్రీ,అమెరికా,,,,,653,454,592,390,0,1,0,1,36,29,,https://www.tennisexplorer.com/list-players/?country=usa
విటిల్,సోఫియా,కుడి,స్త్రీ,అమెరికా,24,10. 9. 1997,,,670,399,578,376,0,0,0,0,17,14,,https://www.tennisexplorer.com/list-players/?country=usa
సుభాష్,నటాషా,కుడి,స్త్రీ,అమెరికా,20,2. 9. 2001,,,671,382,1260,566,0,2,0,2,17,12,,https://www.tennisexplorer.com/list-players/?country=usa
మాటెక్,బెథానీ,కుడి,స్త్రీ,అమెరికా,37,23. 3. 1985,168 cm,66 kg,675,30,36,1,0,5,0,5,385,198,,https://www.tennisexplorer.com/list-players/?country=usa
లంపల్ ,కరోలిన్,కుడి,స్త్రీ,అమెరికా,24,26. 7. 1997,,,691,691,,,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=usa
ఎలీ,జెన్నిఫర్,కుడి,స్త్రీ,అమెరికా,35,22. 9. 1986,,,702,219,1404,238,0,3,0,3,63,98,,https://www.tennisexplorer.com/list-players/?country=usa
రోస్కా,క్రిస్టినా,కుడి,స్త్రీ,అమెరికా,24,25. 7. 1997,,,704,704,267,262,0,0,0,0,63,23,,https://www.tennisexplorer.com/list-players/?country=usa
మకాడూ,రషీదా,కుడి,స్త్రీ,అమెరికా,26,30. 6. 1995,,,713,598,257,210,0,0,0,0,83,78,,https://www.tennisexplorer.com/list-players/?country=usa
ప్రైస్ ,గాబ్రియెల్లా,కుడి,స్త్రీ,అమెరికా,18,11. 6. 2003,,,729,654,1495,727,0,0,0,0,7,8,,https://www.tennisexplorer.com/list-players/?country=usa
ప్రోక్టర్,లారెన్,కుడి,స్త్రీ,అమెరికా,25,8. 1. 1997,,,735,732,613,583,0,0,0,0,42,34,,https://www.tennisexplorer.com/list-players/?country=usa
సీగ్,మాడిసన్,కుడి,స్త్రీ,అమెరికా,18,17. 6. 2003,,,739,735,1053,1043,0,1,0,1,5,7,,https://www.tennisexplorer.com/list-players/?country=usa
ఫాహే,కాథరిన్,కుడి,స్త్రీ,అమెరికా,25,19. 10. 1996,,,740,505,730,533,0,2,0,2,17,13,,https://www.tennisexplorer.com/list-players/?country=usa
గియావర,హేలీ,కుడి,స్త్రీ,అమెరికా,21,16. 10. 2000,,,759,650,667,606,0,0,0,0,17,26,,https://www.tennisexplorer.com/list-players/?country=usa
లివియాను,జెస్సికా,కుడి,స్త్రీ,అమెరికా,24,22. 2. 1998,,,779,696,1209,1181,0,1,0,1,1,6,,https://www.tennisexplorer.com/list-players/?country=usa
గైలిస్,రాచెల్,కుడి,స్త్రీ,అమెరికా,17,30. 8. 2004,,,780,780,849,840,0,0,0,0,7,7,,https://www.tennisexplorer.com/list-players/?country=usa
గిల్లెర్మో,లోరైన్ ఎం.,కుడి,స్త్రీ,అమెరికా,28,15. 6. 1993,,,793,499,694,361,0,0,0,0,53,53,,https://www.tennisexplorer.com/list-players/?country=usa
కాలిన్స్,కైలీ,కుడి,స్త్రీ,అమెరికా,19,4. 12. 2002,,,803,761,376,364,0,0,0,0,33,17,,https://www.tennisexplorer.com/list-players/?country=usa
మరాండ్,సనాజ్,ఎడమ,స్త్రీ,అమెరికా,33,21. 6. 1988,,,830,242,651,119,0,2,0,2,183,142,,https://www.tennisexplorer.com/list-players/?country=usa
రోజర్స్,అన్నా  సింక్లెయిర్,కుడి,స్త్రీ,అమెరికా,24,21. 3. 1998,,,832,831,254,249,0,1,0,1,50,15,,https://www.tennisexplorer.com/list-players/?country=usa
క్రాఫోర్డ్,సమంత,కుడి,స్త్రీ,అమెరికా,27,18. 2. 1995,188 cm,77 kg,839,98,,216,0,1,0,1,59,47,,https://www.tennisexplorer.com/list-players/?country=usa
విజేసుందర,రుశ్రీ,కుడి,స్త్రీ,అమెరికా,30,21. 3. 1992,,,858,857,771,761,0,0,0,0,27,51,,https://www.tennisexplorer.com/list-players/?country=usa
బ్లాఖినా,అలెక్సిస్,ఎడమ,స్త్రీ,అమెరికా,,,,,864,864,1390,1390,0,0,0,0,2,6,,https://www.tennisexplorer.com/list-players/?country=usa
స్మిత్,అలానా,కుడి,స్త్రీ,అమెరికా,22,9. 11. 1999,,,865,846,596,511,0,0,0,0,24,17,,https://www.tennisexplorer.com/list-players/?country=usa
యు,ఎలియానా,కుడి,స్త్రీ,అమెరికా,,,,,893,874,951,935,0,0,0,0,3,5,,https://www.tennisexplorer.com/list-players/?country=usa
న్యూబోర్న్ ,రియాన్,కుడి,స్త్రీ,అమెరికా,27,22. 6. 1994,,,895,688,1415,935,0,0,0,0,2,15,,https://www.tennisexplorer.com/list-players/?country=usa
డేవిస్,ఎమ్మా,కుడి,స్త్రీ,అమెరికా,25,16. 3. 1997,,,897,670,735,630,0,0,0,0,43,40,,https://www.tennisexplorer.com/list-players/?country=usa
కార్టర్,హేలీ,కుడి,స్త్రీ,అమెరికా,27,17. 5. 1995,,,931,438,260,25,0,0,0,0,121,54,,https://www.tennisexplorer.com/list-players/?country=usa
లియోన్,సబాస్టియాని,కుడి,స్త్రీ,అమెరికా,30,23. 3. 1992,,,953,788,747,499,0,0,0,0,66,80,,https://www.tennisexplorer.com/list-players/?country=usa
లిన్సర్,ఒలివియా,కుడి,స్త్రీ,అమెరికా,,,,,964,955,1064,1050,0,0,0,0,3,5,,https://www.tennisexplorer.com/list-players/?country=usa
శాంచెజ్,మరియా,కుడి,స్త్రీ,అమెరికా,32,26. 11. 1989,178 cm,64 kg,965,107,729,51,0,3,0,3,235,150,,https://www.tennisexplorer.com/list-players/?country=usa
కిస్సెల్,జోయెల్,కుడి,స్త్రీ,అమెరికా,30,6. 6. 1991,,,972,781,1209,866,0,0,0,0,21,47,,https://www.tennisexplorer.com/list-players/?country=usa
కొలింగ్,సోలిమార్,కుడి,స్త్రీ,అమెరికా,22,21. 4. 2000,,,982,926,781,773,0,0,0,0,7,11,,https://www.tennisexplorer.com/list-players/?country=usa
మాలిక్,తార,కుడి,స్త్రీ,అమెరికా,19,2. 10. 2002,,,985,979,1229,1195,0,0,0,0,4,12,,https://www.tennisexplorer.com/list-players/?country=usa
వాగ్నెర్,అన్నీకా,కుడి,స్త్రీ,అమెరికా,25,1. 9. 1996,,,1013,908,467,458,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=usa
హోవ్డే,లివ్,కుడి,స్త్రీ,అమెరికా,,,,,1015,1011,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=usa
ఫాల్కోని,ఇరినా,కుడి,స్త్రీ,అమెరికా,32,4. 5. 1990,163 cm,61 kg,1016,63,,71,1,6,1,6,88,90,,https://www.tennisexplorer.com/list-players/?country=usa
కెస్లర్,మెకార్ట్నీ,కుడి,స్త్రీ,అమెరికా,22,8. 7. 1999,,,1019,775,1474,975,0,0,0,0,1,8,,https://www.tennisexplorer.com/list-players/?country=usa
మా,కొన్నీ,కుడి,స్త్రీ,అమెరికా,18,8. 6. 2003,,,1021,633,1667,1078,0,0,0,0,6,2,,https://www.tennisexplorer.com/list-players/?country=usa
బ్రోడ్స్కీ,గెయిల్,కుడి,స్త్రీ,అమెరికా,30,5. 6. 1991,,,1038,182,1050,348,0,6,0,6,15,16,,https://www.tennisexplorer.com/list-players/?country=usa
న్గౌనౌ,క్లర్వీ,కుడి,స్త్రీ,అమెరికా,,,,,1061,1009,902,840,0,0,0,0,14,4,,https://www.tennisexplorer.com/list-players/?country=usa
నీల్,ఇంగ్రిడ్,కుడి,స్త్రీ,అమెరికా,23,16. 6. 1998,,,1063,501,114,77,0,2,0,2,157,119,,https://www.tennisexplorer.com/list-players/?country=usa
హార్ట్,జడ  మైయీ,కుడి,స్త్రీ,అమెరికా,24,19. 3. 1998,,,1064,851,590,586,0,0,0,0,12,11,,https://www.tennisexplorer.com/list-players/?country=usa
హు,విక్టోరియా,కుడి,స్త్రీ,అమెరికా,20,25. 4. 2002,,,1076,956,1383,1382,0,0,0,0,4,8,,https://www.tennisexplorer.com/list-players/?country=usa
దావెట్టిల,సారా,కుడి,స్త్రీ,అమెరికా,24,17. 12. 1997,,,1084,966,1280,1244,0,0,0,0,4,8,,https://www.tennisexplorer.com/list-players/?country=usa
క్రిస్టెన్సేన్,ఎల్లే,కుడి,స్త్రీ,అమెరికా,21,9. 8. 2000,,,1097,753,1177,881,0,0,0,0,16,14,,https://www.tennisexplorer.com/list-players/?country=usa
అన్సారీ,కరోలిన్,కుడి,స్త్రీ,అమెరికా,,,,,1100,1100,638,638,0,0,0,0,4,1,,https://www.tennisexplorer.com/list-players/?country=usa
కోర్లే,ఇవానా,కుడి,స్త్రీ,అమెరికా,22,11. 9. 1999,,,1102,1077,793,782,0,0,0,0,12,9,,https://www.tennisexplorer.com/list-players/?country=usa
హిట్,జో,కుడి,స్త్రీ,అమెరికా,21,8. 3. 2001,,,1108,1108,1010,1010,0,0,0,0,4,13,,https://www.tennisexplorer.com/list-players/?country=usa
పైలెట్,జియాన్నా,కుడి,స్త్రీ,అమెరికా,19,11. 6. 2002,,,1116,1080,1491,824,0,0,0,0,11,20,,https://www.tennisexplorer.com/list-players/?country=usa
రిలే,అలెగ్జాండ్రా జోర్డాన్ ,కుడి,స్త్రీ,అమెరికా,31,13. 4. 1991,,,1125,691,754,501,0,0,0,0,84,164,,https://www.tennisexplorer.com/list-players/?country=usa
మకావీ,సోన్యా,కుడి,స్త్రీ,అమెరికా,18,25. 3. 2004,,,1128,1128,,,0,0,0,0,3,5,,https://www.tennisexplorer.com/list-players/?country=usa
హాన్స్,కిమ్మీ,కుడి,స్త్రీ,అమెరికా,19,27. 4. 2003,,,1130,923,1067,868,0,0,0,0,9,8,,https://www.tennisexplorer.com/list-players/?country=usa
స్నెల్స్,జమీలా,కుడి,స్త్రీ,అమెరికా,,,,,1132,1072,1111,1111,0,0,0,0,10,16,,https://www.tennisexplorer.com/list-players/?country=usa
హోవార్డ్,జో,కుడి,స్త్రీ,అమెరికా,20,19. 6. 2001,,,1133,925,1456,998,0,0,0,0,14,8,,https://www.tennisexplorer.com/list-players/?country=usa
బంచ్ ,కేంద్రం,కుడి,స్త్రీ,అమెరికా,,,,,1135,1135,1723,1114,0,0,0,0,7,6,,https://www.tennisexplorer.com/list-players/?country=usa
కోర్లే,పారిస్‌కార్లీ,కుడి,స్త్రీ,అమెరికా,24,3. 1. 1998,,,1136,1133,1012,1000,0,0,0,0,13,7,,https://www.tennisexplorer.com/list-players/?country=usa
వెస్ట్‌బై,మాడిసన్,కుడి,స్త్రీ,అమెరికా,26,2. 4. 1996,,,1168,670,1128,517,0,0,0,0,46,36,,https://www.tennisexplorer.com/list-players/?country=usa
కాకో,జాక్వెలిన్,కుడి,స్త్రీ,అమెరికా,30,30. 8. 1991,,,1187,172,750,87,0,2,0,2,172,168,,https://www.tennisexplorer.com/list-players/?country=usa
కారింగ్టన్,సఫియా,కుడి,స్త్రీ,అమెరికా,20,23. 6. 2001,,,1193,793,1079,702,0,0,0,0,10,12,,https://www.tennisexplorer.com/list-players/?country=usa
ఓంగ్,వెనెస్సా,కుడి,స్త్రీ,అమెరికా,20,13. 1. 2002,,,1196,841,1166,719,0,1,0,1,9,9,,https://www.tennisexplorer.com/list-players/?country=usa
బోర్గుగ్నాన్,మాడిసన్,కుడి,స్త్రీ,అమెరికా,24,19. 9. 1997,,,1200,989,1027,922,0,0,0,0,23,34,,https://www.tennisexplorer.com/list-players/?country=usa
కెంట్,స్టెఫానీ,కుడి,స్త్రీ,అమెరికా,32,27. 3. 1990,,,1200,759,1370,551,0,0,0,0,50,60,,https://www.tennisexplorer.com/list-players/?country=usa
ఉలియాష్చెంకో,అన్నా,కుడి,స్త్రీ,అమెరికా,25,19. 3. 1997,,,1207,1166,659,616,0,0,0,0,24,11,,https://www.tennisexplorer.com/list-players/?country=usa
జేమ్స్,అకిలా,కుడి,స్త్రీ,అమెరికా,29,29. 8. 1992,,,1217,678,1572,913,0,0,0,0,23,58,,https://www.tennisexplorer.com/list-players/?country=usa
స్కేఫ్‌బౌర్,మెక్కెన్నా,కుడి,స్త్రీ,అమెరికా,,,,,1228,1228,,,0,0,0,0,4,2,,https://www.tennisexplorer.com/list-players/?country=usa
ఎమ్మా,విక్టోరియా,కుడి,స్త్రీ,అమెరికా,22,7. 8. 1999,,,1235,770,1145,979,0,0,0,0,6,10,,https://www.tennisexplorer.com/list-players/?country=usa
చెయోంగ్,నయోమి,కుడి,స్త్రీ,అమెరికా,20,16. 5. 2002,,,1237,485,1723,1462,0,0,0,0,1,5,,https://www.tennisexplorer.com/list-players/?country=usa
లీ,సారా,కుడి,స్త్రీ,అమెరికా,28,14. 8. 1993,,,1238,714,1075,554,0,1,0,1,66,42,,https://www.tennisexplorer.com/list-players/?country=usa
యెపిఫనోవా,అలెగ్జాండ్రా,కుడి,స్త్రీ,అమెరికా,19,2. 3. 2003,,,1279,958,,,0,0,0,0,0,5,,https://www.tennisexplorer.com/list-players/?country=usa
